C:\Users\Ranit\Anaconda3\python.exe E:/StudyFIle/MLProject/CharSCNN-theano-1/scnn.py
C:\Users\Ranit\Anaconda3\lib\site-packages\sklearn\cross_validation.py:44: DeprecationWarning: This module was deprecated in version 0.18 in favor of the model_selection module into which all the refactored classes and functions are moved. Also note that the interface of the new CV iterators are different from that of this module. This module will be removed in 0.20.
  "This module will be removed in 0.20.", DeprecationWarning)
counter#315 epoch: 2, test mean loss=0.43508997318538417, test accuracy=0.807

counter#316 epoch: 2, test mean loss=0.4395561477089619, test accuracy=0.8005000000000001

counter#317 epoch: 2, test mean loss=0.436056846010288, test accuracy=0.8094999999999999

counter#318 epoch: 2, test mean loss=0.4370111966047189, test accuracy=0.8074999999999999

counter#319 epoch: 2, test mean loss=0.43638221190027726, test accuracy=0.8065

counter#320 epoch: 2, test mean loss=0.43993280964079506, test accuracy=0.799

counter#321 epoch: 2, test mean loss=0.4487406045449064, test accuracy=0.7905

counter#322 epoch: 2, test mean loss=0.4498957509446897, test accuracy=0.796

counter#323 epoch: 2, test mean loss=0.44098473064684535, test accuracy=0.8045000000000002

counter#324 epoch: 2, test mean loss=0.44261811311808347, test accuracy=0.805

counter#325 epoch: 2, test mean loss=0.44088341467487613, test accuracy=0.8079999999999998

counter#326 epoch: 2, test mean loss=0.44122564569239237, test accuracy=0.8045

counter#327 epoch: 2, test mean loss=0.441249847656207, test accuracy=0.807

counter#328 epoch: 2, test mean loss=0.44443618412274405, test accuracy=0.805

counter#329 epoch: 2, test mean loss=0.44131614335050073, test accuracy=0.8029999999999999

counter#330 epoch: 2, test mean loss=0.43468414403425193, test accuracy=0.8074999999999999

counter#331 epoch: 2, test mean loss=0.4370744261624278, test accuracy=0.8085000000000001

counter#332 epoch: 2, test mean loss=0.43507728252556677, test accuracy=0.8049999999999999

counter#333 epoch: 2, test mean loss=0.43496932161843793, test accuracy=0.8000000000000002

counter#334 epoch: 2, test mean loss=0.43283914700415566, test accuracy=0.8030000000000002

counter#335 epoch: 2, test mean loss=0.43513857653906446, test accuracy=0.806

counter#336 epoch: 2, test mean loss=0.4398090954144088, test accuracy=0.7985000000000001

counter#337 epoch: 2, test mean loss=0.44192798364270214, test accuracy=0.7955000000000001

counter#338 epoch: 2, test mean loss=0.44379451489817034, test accuracy=0.7925

counter#339 epoch: 2, test mean loss=0.4352572875263171, test accuracy=0.796

counter#340 epoch: 2, test mean loss=0.43884380230630055, test accuracy=0.794

counter#341 epoch: 2, test mean loss=0.4338181034798524, test accuracy=0.7975000000000001

counter#342 epoch: 2, test mean loss=0.4366316830324828, test accuracy=0.8

counter#343 epoch: 2, test mean loss=0.4394586691350467, test accuracy=0.796

counter#344 epoch: 2, test mean loss=0.432660616937304, test accuracy=0.7985000000000001

counter#345 epoch: 2, test mean loss=0.4322832280545791, test accuracy=0.798

counter#346 epoch: 2, test mean loss=0.43224740893463426, test accuracy=0.799

counter#347 epoch: 2, test mean loss=0.4327791681554379, test accuracy=0.7959999999999999

counter#348 epoch: 2, test mean loss=0.43314773905810994, test accuracy=0.7975

counter#349 epoch: 2, test mean loss=0.4333340975510942, test accuracy=0.7955

counter#350 epoch: 2, test mean loss=0.4350416883729381, test accuracy=0.8025

counter#351 epoch: 2, test mean loss=0.43452996814354616, test accuracy=0.8020000000000002

counter#352 epoch: 2, test mean loss=0.4347837086176865, test accuracy=0.7970000000000002

counter#353 epoch: 2, test mean loss=0.4371781108208362, test accuracy=0.7985

counter#354 epoch: 2, test mean loss=0.43654496137635757, test accuracy=0.8009999999999999

counter#355 epoch: 2, test mean loss=0.4352227037539498, test accuracy=0.8010000000000002

counter#356 epoch: 2, test mean loss=0.4464225680479818, test accuracy=0.7985000000000001

counter#357 epoch: 2, test mean loss=0.43902927970630284, test accuracy=0.8035000000000002

counter#358 epoch: 2, test mean loss=0.43763021109477107, test accuracy=0.8035000000000002

counter#359 epoch: 2, test mean loss=0.43771213105919593, test accuracy=0.8

counter#360 epoch: 3, test mean loss=0.4402010855160423, test accuracy=0.7945

counter#361 epoch: 3, test mean loss=0.43640298004860767, test accuracy=0.8005000000000001

counter#362 epoch: 3, test mean loss=0.435366158472942, test accuracy=0.8020000000000002

counter#363 epoch: 3, test mean loss=0.4338950528932889, test accuracy=0.8009999999999999

counter#364 epoch: 3, test mean loss=0.43369301801855514, test accuracy=0.8005000000000001

counter#365 epoch: 3, test mean loss=0.4340034742149423, test accuracy=0.8004999999999999

counter#366 epoch: 3, test mean loss=0.4360884166752224, test accuracy=0.8010000000000002

counter#367 epoch: 3, test mean loss=0.43482160520231805, test accuracy=0.806

counter#368 epoch: 3, test mean loss=0.4343135035966821, test accuracy=0.8019999999999999

counter#369 epoch: 3, test mean loss=0.4349409536641328, test accuracy=0.8049999999999999

counter#370 epoch: 3, test mean loss=0.4357194811524968, test accuracy=0.8045

counter#371 epoch: 3, test mean loss=0.4381323957740214, test accuracy=0.7990000000000002

counter#372 epoch: 3, test mean loss=0.4332904289048474, test accuracy=0.8045

counter#373 epoch: 3, test mean loss=0.43281605449204796, test accuracy=0.8055

counter#374 epoch: 3, test mean loss=0.4330582813516609, test accuracy=0.805

counter#375 epoch: 3, test mean loss=0.44318854987883227, test accuracy=0.7934999999999999

counter#376 epoch: 3, test mean loss=0.4386788939300579, test accuracy=0.7979999999999999

counter#377 epoch: 3, test mean loss=0.44043804833988326, test accuracy=0.797

counter#378 epoch: 3, test mean loss=0.4362814646154045, test accuracy=0.8005000000000001

counter#379 epoch: 3, test mean loss=0.43651748793618095, test accuracy=0.7985

counter#380 epoch: 3, test mean loss=0.4331675368619779, test accuracy=0.8020000000000002

counter#381 epoch: 3, test mean loss=0.43488143013801606, test accuracy=0.8005000000000001

counter#382 epoch: 3, test mean loss=0.43251769182019084, test accuracy=0.8055

counter#383 epoch: 3, test mean loss=0.4347018159126385, test accuracy=0.807

counter#384 epoch: 3, test mean loss=0.43595331342462984, test accuracy=0.8105

counter#385 epoch: 3, test mean loss=0.4370518770682489, test accuracy=0.804

counter#386 epoch: 3, test mean loss=0.4371473097736335, test accuracy=0.8055

counter#387 epoch: 3, test mean loss=0.43720532834159237, test accuracy=0.8065

counter#388 epoch: 3, test mean loss=0.4385097162815529, test accuracy=0.8035

counter#389 epoch: 3, test mean loss=0.43827200715904163, test accuracy=0.8055

counter#390 epoch: 3, test mean loss=0.4354683023670223, test accuracy=0.805

counter#391 epoch: 3, test mean loss=0.4418089986771661, test accuracy=0.804

counter#392 epoch: 3, test mean loss=0.4400587856692736, test accuracy=0.8085000000000001

counter#393 epoch: 3, test mean loss=0.44634220722723034, test accuracy=0.8000000000000002

counter#394 epoch: 3, test mean loss=0.4448876912031287, test accuracy=0.798

counter#395 epoch: 3, test mean loss=0.43924470502183965, test accuracy=0.804

counter#396 epoch: 3, test mean loss=0.4369224748863916, test accuracy=0.8075000000000001

counter#397 epoch: 3, test mean loss=0.4357195493910585, test accuracy=0.805

counter#398 epoch: 3, test mean loss=0.4374320010122711, test accuracy=0.8065000000000001

counter#399 epoch: 3, test mean loss=0.4373335379285194, test accuracy=0.805

counter#400 epoch: 3, test mean loss=0.43728095667536204, test accuracy=0.8034999999999999

counter#401 epoch: 3, test mean loss=0.4418814590510934, test accuracy=0.7965

counter#402 epoch: 3, test mean loss=0.43488128451025965, test accuracy=0.8059999999999998

counter#403 epoch: 3, test mean loss=0.43324730618425644, test accuracy=0.8094999999999999

counter#404 epoch: 3, test mean loss=0.43268092719253215, test accuracy=0.8074999999999999

counter#405 epoch: 3, test mean loss=0.43725293670586673, test accuracy=0.808

counter#406 epoch: 3, test mean loss=0.43853543127691746, test accuracy=0.8055

counter#407 epoch: 3, test mean loss=0.4367393060875774, test accuracy=0.8045

counter#408 epoch: 3, test mean loss=0.44062762850834725, test accuracy=0.807

counter#409 epoch: 3, test mean loss=0.43651592111835325, test accuracy=0.807

counter#410 epoch: 3, test mean loss=0.43677655378463615, test accuracy=0.804

counter#411 epoch: 3, test mean loss=0.43789114364619247, test accuracy=0.8089999999999999

counter#412 epoch: 3, test mean loss=0.4478495829206177, test accuracy=0.8000000000000002

counter#413 epoch: 3, test mean loss=0.43522485975190417, test accuracy=0.8109999999999999

counter#414 epoch: 3, test mean loss=0.43591433095057264, test accuracy=0.8125

counter#415 epoch: 3, test mean loss=0.4381593564830656, test accuracy=0.8104999999999999

counter#416 epoch: 3, test mean loss=0.4398521640432027, test accuracy=0.8089999999999999

counter#417 epoch: 3, test mean loss=0.4386719979788712, test accuracy=0.8074999999999999

counter#418 epoch: 3, test mean loss=0.43942964749083613, test accuracy=0.805

counter#419 epoch: 3, test mean loss=0.43823190772924836, test accuracy=0.8085000000000001

counter#420 epoch: 3, test mean loss=0.43783233180222414, test accuracy=0.8055000000000001

counter#421 epoch: 3, test mean loss=0.4380438424504286, test accuracy=0.8065000000000001

counter#422 epoch: 3, test mean loss=0.43539212933562776, test accuracy=0.808

counter#423 epoch: 3, test mean loss=0.43344888085803773, test accuracy=0.8084999999999999

counter#424 epoch: 3, test mean loss=0.43461868821517546, test accuracy=0.8055

counter#425 epoch: 3, test mean loss=0.4313014446866858, test accuracy=0.8075000000000001

counter#426 epoch: 3, test mean loss=0.43724689418971147, test accuracy=0.8005000000000001

counter#427 epoch: 3, test mean loss=0.43709021503759693, test accuracy=0.7995000000000002

counter#428 epoch: 3, test mean loss=0.4328846183029641, test accuracy=0.8025000000000002

counter#429 epoch: 3, test mean loss=0.4301787084137863, test accuracy=0.8045

counter#430 epoch: 3, test mean loss=0.43297487777527077, test accuracy=0.8074999999999999

counter#431 epoch: 3, test mean loss=0.43455499225732297, test accuracy=0.808

counter#432 epoch: 3, test mean loss=0.43541819904334833, test accuracy=0.805

counter#433 epoch: 3, test mean loss=0.428925417752528, test accuracy=0.808

counter#434 epoch: 3, test mean loss=0.42876713499796726, test accuracy=0.8035

counter#435 epoch: 3, test mean loss=0.42910417587968686, test accuracy=0.8045

counter#436 epoch: 3, test mean loss=0.42715919845056183, test accuracy=0.8084999999999999

counter#437 epoch: 3, test mean loss=0.4270519510175802, test accuracy=0.8029999999999999

counter#438 epoch: 3, test mean loss=0.4320613496901829, test accuracy=0.8100000000000002

counter#439 epoch: 3, test mean loss=0.4336781712841999, test accuracy=0.8100000000000002

counter#440 epoch: 3, test mean loss=0.4413848646114005, test accuracy=0.8040000000000003

counter#441 epoch: 3, test mean loss=0.44807699490435704, test accuracy=0.8010000000000002

counter#442 epoch: 3, test mean loss=0.4444939595315011, test accuracy=0.804

counter#443 epoch: 3, test mean loss=0.434677860372397, test accuracy=0.8029999999999999

counter#444 epoch: 3, test mean loss=0.43612943842386825, test accuracy=0.8030000000000002

counter#445 epoch: 3, test mean loss=0.43554657392002244, test accuracy=0.8009999999999999

counter#446 epoch: 3, test mean loss=0.43956942891891326, test accuracy=0.7979999999999999

counter#447 epoch: 3, test mean loss=0.4310210680699833, test accuracy=0.8009999999999999

counter#448 epoch: 3, test mean loss=0.43281811086531147, test accuracy=0.7994999999999999

counter#449 epoch: 3, test mean loss=0.4378684071839601, test accuracy=0.7994999999999999

counter#450 epoch: 3, test mean loss=0.44624827438011483, test accuracy=0.7929999999999999

counter#451 epoch: 3, test mean loss=0.44312802830056575, test accuracy=0.7930000000000001

counter#452 epoch: 3, test mean loss=0.4343306120527948, test accuracy=0.8055000000000001

counter#453 epoch: 3, test mean loss=0.43493596933924195, test accuracy=0.8019999999999999

counter#454 epoch: 3, test mean loss=0.4364689524689077, test accuracy=0.8014999999999999

counter#455 epoch: 3, test mean loss=0.43884291167480505, test accuracy=0.7994999999999999

counter#456 epoch: 3, test mean loss=0.440052689349584, test accuracy=0.7955000000000001

counter#457 epoch: 3, test mean loss=0.44018608807176307, test accuracy=0.7940000000000002

counter#458 epoch: 3, test mean loss=0.44901832790480717, test accuracy=0.7950000000000002

counter#459 epoch: 3, test mean loss=0.4406012887145815, test accuracy=0.7995000000000002

counter#460 epoch: 3, test mean loss=0.43992259538626605, test accuracy=0.7994999999999999

counter#461 epoch: 3, test mean loss=0.44748501647230154, test accuracy=0.7905

counter#462 epoch: 3, test mean loss=0.44850977689954696, test accuracy=0.7915

counter#463 epoch: 3, test mean loss=0.4494543565174613, test accuracy=0.7965000000000001

counter#464 epoch: 3, test mean loss=0.4479314364608887, test accuracy=0.7969999999999999

counter#465 epoch: 3, test mean loss=0.4466760150380506, test accuracy=0.7975

counter#466 epoch: 3, test mean loss=0.44680462591591075, test accuracy=0.7969999999999999

counter#467 epoch: 3, test mean loss=0.44863498098126986, test accuracy=0.7964999999999999

counter#468 epoch: 3, test mean loss=0.4485748953649728, test accuracy=0.7955

counter#469 epoch: 3, test mean loss=0.4491064409041555, test accuracy=0.7954999999999999

counter#470 epoch: 3, test mean loss=0.44348097416304555, test accuracy=0.7939999999999999

counter#471 epoch: 3, test mean loss=0.4444465265618659, test accuracy=0.7954999999999999

counter#472 epoch: 3, test mean loss=0.44446412369400107, test accuracy=0.799

counter#473 epoch: 3, test mean loss=0.4443840953804631, test accuracy=0.7999999999999999

counter#474 epoch: 3, test mean loss=0.44142845154544663, test accuracy=0.7979999999999998

counter#475 epoch: 3, test mean loss=0.4428312679515705, test accuracy=0.7995

counter#476 epoch: 3, test mean loss=0.4426609809242292, test accuracy=0.796

counter#477 epoch: 3, test mean loss=0.44741479770558346, test accuracy=0.7964999999999999

counter#478 epoch: 3, test mean loss=0.4461125034949941, test accuracy=0.798

counter#479 epoch: 3, test mean loss=0.44567477718319887, test accuracy=0.7995

counter#480 epoch: 3, test mean loss=0.4444199425127017, test accuracy=0.7995

counter#481 epoch: 3, test mean loss=0.4469984316955138, test accuracy=0.795

counter#482 epoch: 3, test mean loss=0.44904024308028695, test accuracy=0.8009999999999999

counter#483 epoch: 3, test mean loss=0.44672877119897353, test accuracy=0.8

counter#484 epoch: 3, test mean loss=0.4460198706371963, test accuracy=0.8000000000000002

counter#485 epoch: 3, test mean loss=0.4462971718931369, test accuracy=0.7995000000000002

counter#486 epoch: 3, test mean loss=0.4445299981688505, test accuracy=0.8025

counter#487 epoch: 3, test mean loss=0.44703767893281465, test accuracy=0.8025

counter#488 epoch: 3, test mean loss=0.44829867133322915, test accuracy=0.8065000000000001

counter#489 epoch: 3, test mean loss=0.4517936729609911, test accuracy=0.8055

counter#490 epoch: 3, test mean loss=0.452741649062551, test accuracy=0.7945

counter#491 epoch: 3, test mean loss=0.45212926222641664, test accuracy=0.7975

counter#492 epoch: 3, test mean loss=0.4543502017365194, test accuracy=0.798

counter#493 epoch: 3, test mean loss=0.4573551571130534, test accuracy=0.7939999999999999

counter#494 epoch: 3, test mean loss=0.4618503299973332, test accuracy=0.793

counter#495 epoch: 3, test mean loss=0.4608522958632159, test accuracy=0.7925000000000002

counter#496 epoch: 3, test mean loss=0.46571387644953727, test accuracy=0.7929999999999999

counter#497 epoch: 3, test mean loss=0.4687741916742071, test accuracy=0.795

counter#498 epoch: 3, test mean loss=0.47071810934977815, test accuracy=0.7935000000000001

counter#499 epoch: 3, test mean loss=0.46918884861536536, test accuracy=0.7945000000000001

counter#500 epoch: 3, test mean loss=0.4708643513928318, test accuracy=0.7905

counter#501 epoch: 3, test mean loss=0.48156138695539763, test accuracy=0.7909999999999999

counter#502 epoch: 3, test mean loss=0.4839986202268737, test accuracy=0.7929999999999999

counter#503 epoch: 3, test mean loss=0.4776597773862602, test accuracy=0.7959999999999999

counter#504 epoch: 3, test mean loss=0.4840054041164022, test accuracy=0.7949999999999999

counter#505 epoch: 3, test mean loss=0.48638437154716135, test accuracy=0.7945

counter#506 epoch: 3, test mean loss=0.4851896022720566, test accuracy=0.7925000000000001

counter#507 epoch: 3, test mean loss=0.48511329999898367, test accuracy=0.7945

counter#508 epoch: 3, test mean loss=0.48749104082489164, test accuracy=0.7934999999999999

counter#509 epoch: 3, test mean loss=0.47922164025982256, test accuracy=0.7869999999999999

counter#510 epoch: 3, test mean loss=0.47300879021293885, test accuracy=0.7994999999999999

counter#511 epoch: 3, test mean loss=0.473269393199507, test accuracy=0.799
