C:\Users\Ranit\Anaconda3\python.exe E:/StudyFIle/MLProject/CharSCNN-theano-1/charscnn.py
C:\Users\Ranit\Anaconda3\lib\site-packages\sklearn\cross_validation.py:44: DeprecationWarning: This module was deprecated in version 0.18 in favor of the model_selection module into which all the refactored classes and functions are moved. Also note that the interface of the new CV iterators are different from that of this module. This module will be removed in 0.20.
  "This module will be removed in 0.20.", DeprecationWarning)
counter#1093  epoch: 1, test mean loss=0.4440242217438326, test accuracy=0.8035000000000007

counter#1094  epoch: 1, test mean loss=0.4451807893161171, test accuracy=0.8035000000000008

counter#1095  epoch: 1, test mean loss=0.44187680599115664, test accuracy=0.8000000000000006

counter#1096  epoch: 1, test mean loss=0.4392846733385609, test accuracy=0.8020000000000009

counter#1097  epoch: 1, test mean loss=0.4389212746331368, test accuracy=0.8000000000000008

counter#1098  epoch: 1, test mean loss=0.43742175378010856, test accuracy=0.8015000000000008

counter#1099  epoch: 1, test mean loss=0.4386737379213366, test accuracy=0.7980000000000007

counter#1100  epoch: 1, test mean loss=0.43808755793048476, test accuracy=0.7985000000000008

counter#1101  epoch: 1, test mean loss=0.4374474526889935, test accuracy=0.7990000000000008

counter#1102  epoch: 1, test mean loss=0.4371241465084954, test accuracy=0.7970000000000003

counter#1103  epoch: 1, test mean loss=0.4391582415530459, test accuracy=0.7925000000000003

counter#1104  epoch: 1, test mean loss=0.44030731985835686, test accuracy=0.7905000000000005

counter#1105  epoch: 1, test mean loss=0.4373763032758392, test accuracy=0.7955000000000004

counter#1106  epoch: 1, test mean loss=0.43685266897561337, test accuracy=0.8020000000000007

counter#1107  epoch: 1, test mean loss=0.43666247861042784, test accuracy=0.8010000000000008

counter#1108  epoch: 1, test mean loss=0.43590558675060875, test accuracy=0.7975000000000005

counter#1109  epoch: 1, test mean loss=0.43583013300026524, test accuracy=0.8000000000000007

counter#1110  epoch: 1, test mean loss=0.43569965827006596, test accuracy=0.7975000000000005

counter#1111  epoch: 1, test mean loss=0.4348378277260816, test accuracy=0.8000000000000007

counter#1112  epoch: 1, test mean loss=0.43657744504710644, test accuracy=0.7950000000000006

counter#1113  epoch: 1, test mean loss=0.4367060079157987, test accuracy=0.7945000000000007

counter#1114  epoch: 1, test mean loss=0.43580391818102443, test accuracy=0.7985000000000005

counter#1115  epoch: 1, test mean loss=0.4355552540776666, test accuracy=0.7985000000000007

counter#1116  epoch: 1, test mean loss=0.4357071657583862, test accuracy=0.8015000000000008

counter#1117  epoch: 1, test mean loss=0.4365778007260287, test accuracy=0.7965000000000004

counter#1118  epoch: 1, test mean loss=0.4375691033329005, test accuracy=0.7955000000000005

counter#1119  epoch: 1, test mean loss=0.4366665765372509, test accuracy=0.7985000000000003

counter#1120  epoch: 1, test mean loss=0.43766940495912826, test accuracy=0.7915000000000005

counter#1121  epoch: 1, test mean loss=0.4351881011506268, test accuracy=0.7975000000000008

counter#1122  epoch: 1, test mean loss=0.4362425832068826, test accuracy=0.7965000000000004

counter#1123  epoch: 1, test mean loss=0.43614922813801504, test accuracy=0.8005000000000007

counter#1124  epoch: 1, test mean loss=0.4354036420387791, test accuracy=0.7965000000000004

counter#1125  epoch: 1, test mean loss=0.4372748500945716, test accuracy=0.7975000000000008

counter#1126  epoch: 1, test mean loss=0.4406155359567257, test accuracy=0.7955000000000002

counter#1127  epoch: 1, test mean loss=0.4372257458861489, test accuracy=0.7950000000000004

counter#1128  epoch: 1, test mean loss=0.438516379073798, test accuracy=0.7960000000000005

counter#1129  epoch: 1, test mean loss=0.44107021100541216, test accuracy=0.7945000000000002

counter#1130  epoch: 1, test mean loss=0.4475978772821349, test accuracy=0.787

counter#1131  epoch: 1, test mean loss=0.44638007512292105, test accuracy=0.7895000000000002

counter#1132  epoch: 1, test mean loss=0.4394861279636724, test accuracy=0.7940000000000005

counter#1133  epoch: 1, test mean loss=0.4373574802394409, test accuracy=0.7965000000000003

counter#1134  epoch: 1, test mean loss=0.4422632254857307, test accuracy=0.7940000000000004

counter#1135  epoch: 1, test mean loss=0.4366817519647169, test accuracy=0.7995000000000004

counter#1136  epoch: 1, test mean loss=0.43565487121989077, test accuracy=0.7955000000000005

counter#1137  epoch: 1, test mean loss=0.4378914466342643, test accuracy=0.7990000000000006

counter#1138  epoch: 1, test mean loss=0.4386303044841538, test accuracy=0.7985000000000007

counter#1139  epoch: 1, test mean loss=0.435645448928388, test accuracy=0.7985000000000007

counter#1140  epoch: 1, test mean loss=0.43949928567871205, test accuracy=0.7960000000000004

counter#1141  epoch: 1, test mean loss=0.435208518567854, test accuracy=0.7955000000000007

counter#1142  epoch: 1, test mean loss=0.43502098905344566, test accuracy=0.7965000000000007

counter#1143  epoch: 1, test mean loss=0.43460878774962475, test accuracy=0.7940000000000005

counter#1144  epoch: 1, test mean loss=0.43627850125563433, test accuracy=0.7955000000000007

counter#1145  epoch: 1, test mean loss=0.4349871620918531, test accuracy=0.8000000000000004

counter#1146  epoch: 1, test mean loss=0.4346182556877193, test accuracy=0.7980000000000007

counter#1147  epoch: 1, test mean loss=0.43593266041298023, test accuracy=0.7965000000000004

counter#1148  epoch: 1, test mean loss=0.4358670870966223, test accuracy=0.7975000000000004

counter#1149  epoch: 1, test mean loss=0.4350618311502212, test accuracy=0.7985000000000005

counter#1150  epoch: 1, test mean loss=0.4350928342488064, test accuracy=0.7980000000000005

counter#1151  epoch: 1, test mean loss=0.43480309895274805, test accuracy=0.7985000000000005

counter#1152  epoch: 1, test mean loss=0.4338627949081637, test accuracy=0.7990000000000005

counter#1153  epoch: 1, test mean loss=0.43523841856207723, test accuracy=0.8005000000000005

counter#1154  epoch: 1, test mean loss=0.43587199617748207, test accuracy=0.8005000000000005

counter#1155  epoch: 1, test mean loss=0.4355777558441875, test accuracy=0.8020000000000007

counter#1156  epoch: 1, test mean loss=0.4346157475701849, test accuracy=0.8005000000000007

counter#1157  epoch: 1, test mean loss=0.4345529579522837, test accuracy=0.8010000000000006

counter#1158  epoch: 1, test mean loss=0.4349497562470085, test accuracy=0.8030000000000007

counter#1159  epoch: 1, test mean loss=0.43583929089835133, test accuracy=0.7995000000000008

counter#1160  epoch: 1, test mean loss=0.43740631846414957, test accuracy=0.8045000000000005

counter#1161  epoch: 1, test mean loss=0.4385201289012449, test accuracy=0.8050000000000006

counter#1162  epoch: 1, test mean loss=0.4376768473813792, test accuracy=0.8050000000000006

counter#1163  epoch: 1, test mean loss=0.44012879768052465, test accuracy=0.8055000000000008

counter#1164  epoch: 1, test mean loss=0.4458362649710551, test accuracy=0.800000000000001

counter#1165  epoch: 1, test mean loss=0.44568273274405185, test accuracy=0.8010000000000009

counter#1166  epoch: 1, test mean loss=0.44493135064403233, test accuracy=0.8015000000000009

counter#1167  epoch: 1, test mean loss=0.4425527827241176, test accuracy=0.8035000000000011

counter#1168  epoch: 1, test mean loss=0.44698562133315134, test accuracy=0.7960000000000008

counter#1169  epoch: 1, test mean loss=0.44323395057675724, test accuracy=0.8005000000000011

counter#1170  epoch: 1, test mean loss=0.45513371561329824, test accuracy=0.7820000000000005

counter#1171  epoch: 1, test mean loss=0.4505171922964754, test accuracy=0.7870000000000007

counter#1172  epoch: 1, test mean loss=0.4581475370997162, test accuracy=0.7795000000000004

counter#1173  epoch: 1, test mean loss=0.46244529863498035, test accuracy=0.7710000000000005

counter#1174  epoch: 1, test mean loss=0.4514941625691488, test accuracy=0.7870000000000006

counter#1175  epoch: 1, test mean loss=0.44589242751793995, test accuracy=0.7935000000000008

counter#1176  epoch: 1, test mean loss=0.44440689973578584, test accuracy=0.7965000000000007

counter#1177  epoch: 1, test mean loss=0.44857401276099346, test accuracy=0.7920000000000009

counter#1178  epoch: 1, test mean loss=0.4488481430194346, test accuracy=0.788500000000001

counter#1179  epoch: 1, test mean loss=0.4557925012733839, test accuracy=0.7785000000000007

counter#1180  epoch: 1, test mean loss=0.47498000101296617, test accuracy=0.7605000000000003

counter#1181  epoch: 1, test mean loss=0.445866906140642, test accuracy=0.7950000000000007

counter#1182  epoch: 1, test mean loss=0.4470081728009733, test accuracy=0.7960000000000007

counter#1183  epoch: 1, test mean loss=0.4397530657125726, test accuracy=0.8030000000000007

counter#1184  epoch: 1, test mean loss=0.43874858908880504, test accuracy=0.8035000000000007

counter#1185  epoch: 1, test mean loss=0.43539717483363943, test accuracy=0.8030000000000005

counter#1186  epoch: 1, test mean loss=0.43265525820453427, test accuracy=0.8040000000000006

counter#1187  epoch: 1, test mean loss=0.43296008132641234, test accuracy=0.8045000000000004

counter#1188  epoch: 1, test mean loss=0.4344255157129942, test accuracy=0.8020000000000007

counter#1189  epoch: 1, test mean loss=0.4358067826550242, test accuracy=0.8035000000000008

counter#1190  epoch: 1, test mean loss=0.43349792688030064, test accuracy=0.8015000000000007

counter#1191  epoch: 1, test mean loss=0.43273359442820414, test accuracy=0.7975000000000004

counter#1192  epoch: 1, test mean loss=0.4329560254965432, test accuracy=0.8005000000000007

counter#1193  epoch: 1, test mean loss=0.4338159992835886, test accuracy=0.8040000000000009

counter#1194  epoch: 1, test mean loss=0.43376054627313143, test accuracy=0.8025000000000009

counter#1195  epoch: 1, test mean loss=0.43255619796064465, test accuracy=0.8000000000000003

counter#1196  epoch: 1, test mean loss=0.43543268128430873, test accuracy=0.8050000000000006

counter#1197  epoch: 1, test mean loss=0.43586072330862485, test accuracy=0.8050000000000007

counter#1198  epoch: 1, test mean loss=0.43455152013250986, test accuracy=0.8070000000000007

counter#1199  epoch: 1, test mean loss=0.43631856166777483, test accuracy=0.8040000000000005

counter#1200  epoch: 1, test mean loss=0.4351922010723539, test accuracy=0.8060000000000005

counter#1201  epoch: 1, test mean loss=0.43384200561985997, test accuracy=0.8015000000000004

counter#1202  epoch: 1, test mean loss=0.43487242214329025, test accuracy=0.8040000000000004

counter#1203  epoch: 1, test mean loss=0.43381900532413115, test accuracy=0.7985000000000003

counter#1204  epoch: 1, test mean loss=0.43522437822986815, test accuracy=0.8010000000000005

counter#1205  epoch: 1, test mean loss=0.43415882162886676, test accuracy=0.7995000000000004

counter#1206  epoch: 1, test mean loss=0.43665588524111526, test accuracy=0.8045000000000005

counter#1207  epoch: 1, test mean loss=0.44612168972245825, test accuracy=0.7970000000000006

counter#1208  epoch: 1, test mean loss=0.43905929656416065, test accuracy=0.8015000000000003

counter#1209  epoch: 1, test mean loss=0.437948564999474, test accuracy=0.8035000000000003

counter#1210  epoch: 1, test mean loss=0.4420228561473568, test accuracy=0.7965000000000007

counter#1211  epoch: 1, test mean loss=0.4431353904916087, test accuracy=0.7950000000000008

counter#1212  epoch: 1, test mean loss=0.4442901440181825, test accuracy=0.7955000000000009

counter#1213  epoch: 1, test mean loss=0.44695684380176026, test accuracy=0.7925000000000008

counter#1214  epoch: 1, test mean loss=0.4478780868895011, test accuracy=0.7930000000000011

counter#1215  epoch: 1, test mean loss=0.4477296827131422, test accuracy=0.7915000000000009

counter#1216  epoch: 1, test mean loss=0.44594829480045706, test accuracy=0.7915000000000009

counter#1217  epoch: 1, test mean loss=0.44500339730686683, test accuracy=0.794500000000001

counter#1218  epoch: 1, test mean loss=0.4434322291039415, test accuracy=0.795000000000001

counter#1219  epoch: 1, test mean loss=0.4432735828595345, test accuracy=0.7920000000000011

counter#1220  epoch: 1, test mean loss=0.43873708970318076, test accuracy=0.8000000000000004

counter#1221  epoch: 1, test mean loss=0.43552631150420845, test accuracy=0.8045000000000008

counter#1222  epoch: 1, test mean loss=0.43489860736800734, test accuracy=0.8010000000000006

counter#1223  epoch: 1, test mean loss=0.43441090285461603, test accuracy=0.7960000000000004

counter#1224  epoch: 1, test mean loss=0.43365188366375507, test accuracy=0.8020000000000005

counter#1225  epoch: 1, test mean loss=0.43345975918424856, test accuracy=0.8040000000000006

counter#1226  epoch: 1, test mean loss=0.4352463454072178, test accuracy=0.8010000000000006

counter#1227  epoch: 1, test mean loss=0.4347527497271221, test accuracy=0.8015000000000004

counter#1228  epoch: 1, test mean loss=0.43525048886251233, test accuracy=0.8015000000000004

counter#1229  epoch: 1, test mean loss=0.4342487439018615, test accuracy=0.8005000000000001

counter#1230  epoch: 1, test mean loss=0.43645194424183875, test accuracy=0.8025000000000009

counter#1231  epoch: 1, test mean loss=0.43663655461970263, test accuracy=0.8010000000000008

counter#1232  epoch: 1, test mean loss=0.43575873532513737, test accuracy=0.8030000000000009

counter#1233  epoch: 1, test mean loss=0.4375498961843051, test accuracy=0.800500000000001

counter#1234  epoch: 1, test mean loss=0.43530494369725564, test accuracy=0.7975000000000003

counter#1235  epoch: 1, test mean loss=0.43615961816033205, test accuracy=0.7985000000000007

counter#1236  epoch: 1, test mean loss=0.43598614101982536, test accuracy=0.7985000000000007

counter#1237  epoch: 1, test mean loss=0.43436284396555513, test accuracy=0.7995000000000003

counter#1238  epoch: 1, test mean loss=0.4336855127262925, test accuracy=0.8020000000000002

counter#1239  epoch: 1, test mean loss=0.43299692151234376, test accuracy=0.8035000000000001

counter#1240  epoch: 1, test mean loss=0.43357468707759783, test accuracy=0.8025000000000003

counter#1241  epoch: 1, test mean loss=0.43375227439859043, test accuracy=0.8035000000000003

counter#1242  epoch: 1, test mean loss=0.4337058576649184, test accuracy=0.8020000000000002

counter#1243  epoch: 1, test mean loss=0.4340998784284493, test accuracy=0.8025000000000004

counter#1244  epoch: 1, test mean loss=0.4346821011297866, test accuracy=0.8025000000000005

counter#1245  epoch: 1, test mean loss=0.4332110496957426, test accuracy=0.8025000000000003

counter#1246  epoch: 1, test mean loss=0.4336133890379946, test accuracy=0.8030000000000005

counter#1247  epoch: 1, test mean loss=0.4335818193962773, test accuracy=0.8045000000000004

counter#1248  epoch: 1, test mean loss=0.43390827340355365, test accuracy=0.8005

counter#1249  epoch: 1, test mean loss=0.4328928211162681, test accuracy=0.8030000000000004
